county,precinct,office,district,party,candidate,election_day,votes,early_votes
Douglas,05-17,President,,Libertarian,Gary Johnson,22,36,14
Douglas,05-18,President,,Libertarian,Gary Johnson,59,73,14
Douglas,05-19,President,,Libertarian,Gary Johnson,35,49,14
Douglas,05-20,President,,Libertarian,Gary Johnson,27,36,9
Douglas,05-21,President,,Libertarian,Gary Johnson,15,30,15
Douglas,05-22,President,,Libertarian,Gary Johnson,44,57,13
Douglas,05-23,President,,Libertarian,Gary Johnson,35,45,10
Douglas,05-24,President,,Libertarian,Gary Johnson,34,55,21
Douglas,05-25,President,,Libertarian,Gary Johnson,33,44,11
Douglas,05-26,President,,Libertarian,Gary Johnson,26,34,8
Douglas,05-27,President,,Libertarian,Gary Johnson,18,28,10
Douglas,05-28,President,,Libertarian,Gary Johnson,31,42,11
Douglas,05-29,President,,Libertarian,Gary Johnson,25,38,13
Douglas,05-30,President,,Libertarian,Gary Johnson,44,72,28
Douglas,05-31,President,,Libertarian,Gary Johnson,16,26,10
Douglas,05-32,President,,Libertarian,Gary Johnson,3,5,2
Douglas,05-33,President,,Libertarian,Gary Johnson,11,15,4
Douglas,06-01,President,,Libertarian,Gary Johnson,19,31,12
Douglas,06-02,President,,Libertarian,Gary Johnson,22,37,15
Douglas,06-03,President,,Libertarian,Gary Johnson,22,32,10
Douglas,06-04,President,,Libertarian,Gary Johnson,21,36,15
Douglas,06-05,President,,Libertarian,Gary Johnson,38,50,12
Douglas,06-06,President,,Libertarian,Gary Johnson,33,45,12
Douglas,06-07,President,,Libertarian,Gary Johnson,39,47,8
Douglas,06-08,President,,Libertarian,Gary Johnson,42,57,15
Douglas,06-09,President,,Libertarian,Gary Johnson,29,48,19
Douglas,06-10,President,,Libertarian,Gary Johnson,48,63,15
Douglas,06-11,President,,Libertarian,Gary Johnson,48,68,20
Douglas,06-12,President,,Libertarian,Gary Johnson,54,61,7
Douglas,06-13,President,,Libertarian,Gary Johnson,54,70,16
Douglas,06-14,President,,Libertarian,Gary Johnson,45,63,18
Douglas,06-15,President,,Libertarian,Gary Johnson,32,41,9
Douglas,06-16,President,,Libertarian,Gary Johnson,36,53,17
Douglas,06-17,President,,Libertarian,Gary Johnson,47,60,13
Douglas,06-18,President,,Libertarian,Gary Johnson,12,18,6
Douglas,06-19,President,,Libertarian,Gary Johnson,40,59,19
Douglas,06-20,President,,Libertarian,Gary Johnson,41,50,9
Douglas,06-21,President,,Libertarian,Gary Johnson,38,65,27
Douglas,06-22,President,,Libertarian,Gary Johnson,19,31,12
Douglas,06-23,President,,Libertarian,Gary Johnson,36,46,10
Douglas,06-24,President,,Libertarian,Gary Johnson,39,53,14
Douglas,06-25,President,,Libertarian,Gary Johnson,26,40,14
Douglas,06-26,President,,Libertarian,Gary Johnson,26,40,14
Douglas,06-27,President,,Libertarian,Gary Johnson,37,48,11
Douglas,06-28,President,,Libertarian,Gary Johnson,35,48,13
Douglas,06-29,President,,Libertarian,Gary Johnson,29,41,12
Douglas,06-30,President,,Libertarian,Gary Johnson,17,26,9
Douglas,07-01,President,,Libertarian,Gary Johnson,37,44,7
Douglas,07-02,President,,Libertarian,Gary Johnson,43,68,25
Douglas,07-03,President,,Libertarian,Gary Johnson,56,71,15
Douglas,07-04,President,,Libertarian,Gary Johnson,48,65,17
Douglas,07-05,President,,Libertarian,Gary Johnson,59,70,11
Douglas,07-06,President,,Libertarian,Gary Johnson,28,39,11
Douglas,07-07,President,,Libertarian,Gary Johnson,46,64,18
Douglas,07-08,President,,Libertarian,Gary Johnson,59,72,13
Douglas,07-09,President,,Libertarian,Gary Johnson,67,86,19
Douglas,07-10,President,,Libertarian,Gary Johnson,59,70,11
Douglas,07-11,President,,Libertarian,Gary Johnson,59,71,12
Douglas,07-12,President,,Libertarian,Gary Johnson,30,41,11
Douglas,07-13,President,,Libertarian,Gary Johnson,45,62,17
Douglas,07-14,President,,Libertarian,Gary Johnson,14,23,9
Douglas,07-15,President,,Libertarian,Gary Johnson,41,55,14
Douglas,07-16,President,,Libertarian,Gary Johnson,31,48,17
Douglas,07-17,President,,Libertarian,Gary Johnson,41,78,37
Douglas,07-18,President,,Libertarian,Gary Johnson,68,86,18
Douglas,07-19,President,,Libertarian,Gary Johnson,37,50,13
Douglas,07-20,President,,Libertarian,Gary Johnson,28,48,20
Douglas,07-21,President,,Libertarian,Gary Johnson,39,55,16
Douglas,07-22,President,,Libertarian,Gary Johnson,53,84,31
Douglas,07-23,President,,Libertarian,Gary Johnson,32,39,7
Douglas,07-24,President,,Libertarian,Gary Johnson,41,45,4
Douglas,07-25,President,,Libertarian,Gary Johnson,35,52,17
Douglas,07-26,President,,Libertarian,Gary Johnson,21,30,9
Douglas,07-27,President,,Libertarian,Gary Johnson,42,50,8
Douglas,07-28,President,,Libertarian,Gary Johnson,25,29,4
Douglas,07-29,President,,Libertarian,Gary Johnson,38,53,15
Douglas,07-30,President,,Libertarian,Gary Johnson,35,49,14
Douglas,07-31,President,,Libertarian,Gary Johnson,32,42,10
Douglas,07-32,President,,Libertarian,Gary Johnson,31,45,14
Douglas,07-33,President,,Libertarian,Gary Johnson,22,36,14
Douglas,07-34,President,,Libertarian,Gary Johnson,28,43,15
Douglas,08-01,President,,Libertarian,Gary Johnson,24,34,10
Douglas,08-02,President,,Libertarian,Gary Johnson,22,29,7
Douglas,08-03,President,,Libertarian,Gary Johnson,15,19,4
Douglas,08-04,President,,Libertarian,Gary Johnson,15,22,7
Douglas,08-05,President,,Libertarian,Gary Johnson,29,34,5
Douglas,08-06,President,,Libertarian,Gary Johnson,10,20,10
Douglas,08-07,President,,Libertarian,Gary Johnson,22,29,7
Douglas,08-08,President,,Libertarian,Gary Johnson,5,7,2
Douglas,08-09,President,,Libertarian,Gary Johnson,17,24,7
Douglas,08-10,President,,Libertarian,Gary Johnson,28,33,5
Douglas,08-11,President,,Libertarian,Gary Johnson,55,78,23
Douglas,08-12,President,,Libertarian,Gary Johnson,61,74,13
Douglas,08-13,President,,Libertarian,Gary Johnson,68,92,24
Douglas,08-14,President,,Libertarian,Gary Johnson,26,36,10
Douglas,08-15,President,,Libertarian,Gary Johnson,26,39,13
Douglas,08-16,President,,Libertarian,Gary Johnson,48,72,24
Douglas,08-17,President,,Libertarian,Gary Johnson,37,51,14
Douglas,08-18,President,,Libertarian,Gary Johnson,11,17,6
Douglas,08-19,President,,Libertarian,Gary Johnson,41,69,28
Douglas,08-20,President,,Libertarian,Gary Johnson,47,61,14
Douglas,08-23,President,,Libertarian,Gary Johnson,21,34,13
Douglas,08-24,President,,Libertarian,Gary Johnson,28,50,22
Douglas,08-27,President,,Libertarian,Gary Johnson,2,2,0
Douglas,08-31,President,,Libertarian,Gary Johnson,44,56,12
Douglas,08-35,President,,Libertarian,Gary Johnson,22,34,12
Douglas,08-36,President,,Libertarian,Gary Johnson,39,54,15
Douglas,08-37,President,,Libertarian,Gary Johnson,41,57,16
Douglas,08-39,President,,Libertarian,Gary Johnson,45,65,20
Douglas,08-40,President,,Libertarian,Gary Johnson,35,49,14
Douglas,08-41,President,,Libertarian,Gary Johnson,24,40,16
Douglas,08-42,President,,Libertarian,Gary Johnson,37,64,27
Douglas,08-43,President,,Libertarian,Gary Johnson,36,46,10
Douglas,08-44,President,,Libertarian,Gary Johnson,51,73,22
Douglas,08-45,President,,Libertarian,Gary Johnson,25,49,24
Douglas,08-46,President,,Libertarian,Gary Johnson,73,103,30
Douglas,08-47,President,,Libertarian,Gary Johnson,80,109,29
Douglas,08-48,President,,Libertarian,Gary Johnson,22,37,15
Douglas,08-49,President,,Libertarian,Gary Johnson,44,56,12
Douglas,08-50,President,,Libertarian,Gary Johnson,41,59,18
Douglas,08-51,President,,Libertarian,Gary Johnson,42,64,22
Douglas,08-52,President,,Libertarian,Gary Johnson,38,54,16
Douglas,08-53,President,,Libertarian,Gary Johnson,27,41,14
Douglas,08-54,President,,Libertarian,Gary Johnson,24,37,13
Douglas,08-55,President,,Libertarian,Gary Johnson,36,56,20
Douglas,01-01,President,,,Jill Stein,19,22,3
Douglas,01-02,President,,,Jill Stein,11,13,2
Douglas,01-03,President,,,Jill Stein,6,14,8
Douglas,01-04,President,,,Jill Stein,8,15,7
Douglas,01-05,President,,,Jill Stein,12,15,3
Douglas,01-06,President,,,Jill Stein,14,18,4
Douglas,01-07,President,,,Jill Stein,19,26,7
Douglas,01-08,President,,,Jill Stein,12,17,5
Douglas,01-09,President,,,Jill Stein,16,19,3
Douglas,01-10,President,,,Jill Stein,5,7,2
Douglas,01-11,President,,,Jill Stein,19,23,4
Douglas,01-12,President,,,Jill Stein,0,2,2
Douglas,01-13,President,,,Jill Stein,11,19,8
Douglas,01-14,President,,,Jill Stein,18,23,5
Douglas,01-15,President,,,Jill Stein,25,33,8
Douglas,01-16,President,,,Jill Stein,15,23,8
Douglas,01-17,President,,,Jill Stein,15,24,9
Douglas,01-18,President,,,Jill Stein,7,8,1
Douglas,01-19,President,,,Jill Stein,8,11,3
Douglas,01-20,President,,,Jill Stein,10,12,2
Douglas,01-21,President,,,Jill Stein,7,9,2
Douglas,01-22,President,,,Jill Stein,5,7,2
Douglas,01-23,President,,,Jill Stein,13,15,2
Douglas,01-24,President,,,Jill Stein,16,19,3
Douglas,01-25,President,,,Jill Stein,11,14,3
Douglas,02-01,President,,,Jill Stein,15,19,4
Douglas,02-02,President,,,Jill Stein,11,14,3
Douglas,02-03,President,,,Jill Stein,11,17,6
Douglas,02-04,President,,,Jill Stein,6,8,2
Douglas,02-05,President,,,Jill Stein,8,9,1
Douglas,02-06,President,,,Jill Stein,8,13,5
Douglas,02-07,President,,,Jill Stein,2,2,0
Douglas,02-08,President,,,Jill Stein,12,12,0
Douglas,02-09,President,,,Jill Stein,4,6,2
Douglas,02-10,President,,,Jill Stein,10,14,4
Douglas,02-11,President,,,Jill Stein,12,15,3
Douglas,02-12,President,,,Jill Stein,18,21,3
Douglas,02-13,President,,,Jill Stein,3,6,3
Douglas,02-14,President,,,Jill Stein,11,17,6
Douglas,02-15,President,,,Jill Stein,5,8,3
Douglas,02-16,President,,,Jill Stein,15,17,2
Douglas,02-17,President,,,Jill Stein,12,19,7
Douglas,02-18,President,,,Jill Stein,1,2,1
Douglas,02-19,President,,,Jill Stein,10,14,4
Douglas,02-20,President,,,Jill Stein,1,3,2
Douglas,02-21,President,,,Jill Stein,6,7,1
Douglas,02-22,President,,,Jill Stein,8,9,1
Douglas,02-23,President,,,Jill Stein,10,12,2
Douglas,03-01,President,,,Jill Stein,4,4,0
Douglas,03-02,President,,,Jill Stein,12,20,8
Douglas,03-03,President,,,Jill Stein,14,22,8
Douglas,03-04,President,,,Jill Stein,22,29,7
Douglas,03-05,President,,,Jill Stein,17,20,3
Douglas,03-06,President,,,Jill Stein,19,27,8
Douglas,03-07,President,,,Jill Stein,28,32,4
Douglas,03-08,President,,,Jill Stein,16,25,9
Douglas,03-09,President,,,Jill Stein,18,24,6
Douglas,03-10,President,,,Jill Stein,14,21,7
Douglas,03-11,President,,,Jill Stein,19,30,11
Douglas,03-12,President,,,Jill Stein,7,11,4
Douglas,03-13,President,,,Jill Stein,12,16,4
Douglas,03-14,President,,,Jill Stein,16,18,2
Douglas,03-15,President,,,Jill Stein,19,21,2
Douglas,03-16,President,,,Jill Stein,14,22,8
Douglas,03-17,President,,,Jill Stein,16,19,3
Douglas,03-18,President,,,Jill Stein,9,15,6
Douglas,03-19,President,,,Jill Stein,18,21,3
Douglas,03-20,President,,,Jill Stein,8,13,5
Douglas,03-21,President,,,Jill Stein,6,10,4
Douglas,04-01,President,,,Jill Stein,4,6,2
Douglas,04-02,President,,,Jill Stein,6,8,2
Douglas,04-03,President,,,Jill Stein,13,15,2
Douglas,04-04,President,,,Jill Stein,17,22,5
Douglas,04-05,President,,,Jill Stein,14,16,2
Douglas,04-06,President,,,Jill Stein,18,19,1
Douglas,04-07,President,,,Jill Stein,15,22,7
Douglas,04-08,President,,,Jill Stein,11,15,4
Douglas,04-09,President,,,Jill Stein,11,14,3
Douglas,04-10,President,,,Jill Stein,6,11,5
Douglas,04-11,President,,,Jill Stein,12,18,6
Douglas,04-12,President,,,Jill Stein,14,20,6
Douglas,04-13,President,,,Jill Stein,9,15,6
Douglas,04-14,President,,,Jill Stein,5,5,0
Douglas,04-15,President,,,Jill Stein,12,19,7
Douglas,04-16,President,,,Jill Stein,17,22,5
Douglas,04-17,President,,,Jill Stein,5,11,6
Douglas,04-18,President,,,Jill Stein,5,9,4
Douglas,05-01,President,,,Jill Stein,21,24,3
Douglas,05-02,President,,,Jill Stein,13,18,5
Douglas,05-03,President,,,Jill Stein,10,15,5
Douglas,05-04,President,,,Jill Stein,9,12,3
Douglas,05-05,President,,,Jill Stein,13,17,4
Douglas,05-06,President,,,Jill Stein,6,9,3
Douglas,05-07,President,,,Jill Stein,8,13,5
Douglas,05-08,President,,,Jill Stein,17,18,1
Douglas,05-09,President,,,Jill Stein,4,4,0
Douglas,05-10,President,,,Jill Stein,4,8,4
Douglas,05-11,President,,,Jill Stein,14,18,4
Douglas,05-12,President,,,Jill Stein,16,24,8
Douglas,05-13,President,,,Jill Stein,10,16,6
Douglas,05-14,President,,,Jill Stein,10,14,4
Douglas,05-15,President,,,Jill Stein,4,8,4
Douglas,05-16,President,,,Jill Stein,12,18,6
Douglas,05-17,President,,,Jill Stein,3,6,3
Douglas,05-18,President,,,Jill Stein,12,18,6
Douglas,05-19,President,,,Jill Stein,5,5,0
Douglas,05-20,President,,,Jill Stein,2,2,0
Douglas,05-21,President,,,Jill Stein,6,8,2
Douglas,05-22,President,,,Jill Stein,6,8,2
Douglas,05-23,President,,,Jill Stein,13,15,2
Douglas,05-24,President,,,Jill Stein,15,21,6
Douglas,05-25,President,,,Jill Stein,9,13,4
Douglas,05-26,President,,,Jill Stein,1,7,6
Douglas,05-27,President,,,Jill Stein,4,7,3
Douglas,05-28,President,,,Jill Stein,7,8,1
Douglas,05-29,President,,,Jill Stein,8,14,6
Douglas,05-30,President,,,Jill Stein,6,13,7
Douglas,05-31,President,,,Jill Stein,2,5,3
Douglas,05-32,President,,,Jill Stein,2,4,2
Douglas,05-33,President,,,Jill Stein,4,6,2
Douglas,06-01,President,,,Jill Stein,9,13,4
Douglas,06-02,President,,,Jill Stein,2,4,2
Douglas,06-03,President,,,Jill Stein,10,16,6
Douglas,06-04,President,,,Jill Stein,10,12,2
Douglas,06-05,President,,,Jill Stein,9,12,3
Douglas,06-06,President,,,Jill Stein,11,12,1
Douglas,06-07,President,,,Jill Stein,2,3,1
Douglas,06-08,President,,,Jill Stein,5,7,2
Douglas,06-09,President,,,Jill Stein,4,8,4
Douglas,06-10,President,,,Jill Stein,15,21,6
Douglas,06-11,President,,,Jill Stein,9,20,11
Douglas,06-12,President,,,Jill Stein,6,9,3
Douglas,06-13,President,,,Jill Stein,14,17,3
Douglas,06-14,President,,,Jill Stein,7,10,3
Douglas,06-15,President,,,Jill Stein,9,10,1
Douglas,06-16,President,,,Jill Stein,8,10,2
Douglas,06-17,President,,,Jill Stein,5,6,1
Douglas,06-18,President,,,Jill Stein,0,1,1
Douglas,06-19,President,,,Jill Stein,9,16,7
Douglas,06-20,President,,,Jill Stein,12,14,2
Douglas,06-21,President,,,Jill Stein,5,9,4
Douglas,06-22,President,,,Jill Stein,3,4,1
Douglas,06-23,President,,,Jill Stein,12,18,6
Douglas,06-24,President,,,Jill Stein,7,11,4
Douglas,06-25,President,,,Jill Stein,8,10,2
Douglas,06-26,President,,,Jill Stein,11,15,4
Douglas,06-27,President,,,Jill Stein,8,11,3
Douglas,06-28,President,,,Jill Stein,10,10,0
Douglas,06-29,President,,,Jill Stein,1,3,2
Douglas,06-30,President,,,Jill Stein,1,4,3
Douglas,07-01,President,,,Jill Stein,15,16,1
Douglas,07-02,President,,,Jill Stein,6,8,2
Douglas,07-03,President,,,Jill Stein,8,9,1
Douglas,07-04,President,,,Jill Stein,20,24,4
Douglas,07-05,President,,,Jill Stein,14,19,5
Douglas,07-06,President,,,Jill Stein,5,9,4
Douglas,07-07,President,,,Jill Stein,16,22,6
Douglas,07-08,President,,,Jill Stein,21,25,4
Douglas,07-09,President,,,Jill Stein,12,22,10
Douglas,07-10,President,,,Jill Stein,14,20,6
Douglas,07-11,President,,,Jill Stein,11,13,2
Douglas,07-12,President,,,Jill Stein,12,13,1
Douglas,07-13,President,,,Jill Stein,12,17,5
Douglas,07-14,President,,,Jill Stein,2,2,0
Douglas,07-15,President,,,Jill Stein,9,11,2
Douglas,07-16,President,,,Jill Stein,6,11,5
Douglas,07-17,President,,,Jill Stein,6,7,1
Douglas,07-18,President,,,Jill Stein,25,29,4
Douglas,07-19,President,,,Jill Stein,13,17,4
Douglas,07-20,President,,,Jill Stein,3,6,3
Douglas,07-21,President,,,Jill Stein,4,6,2
Douglas,07-22,President,,,Jill Stein,10,13,3
Douglas,07-23,President,,,Jill Stein,12,12,0
Douglas,07-24,President,,,Jill Stein,12,13,1
Douglas,07-25,President,,,Jill Stein,10,16,6
Douglas,07-26,President,,,Jill Stein,3,4,1
Douglas,07-27,President,,,Jill Stein,10,15,5
Douglas,07-28,President,,,Jill Stein,6,9,3
Douglas,07-29,President,,,Jill Stein,4,8,4
Douglas,07-30,President,,,Jill Stein,9,12,3
Douglas,07-31,President,,,Jill Stein,5,7,2
Douglas,07-32,President,,,Jill Stein,6,9,3
Douglas,07-33,President,,,Jill Stein,10,11,1
Douglas,07-34,President,,,Jill Stein,4,7,3
Douglas,08-01,President,,,Jill Stein,3,4,1
Douglas,08-02,President,,,Jill Stein,3,4,1
Douglas,08-03,President,,,Jill Stein,6,6,0
Douglas,08-04,President,,,Jill Stein,7,8,1
Douglas,08-05,President,,,Jill Stein,1,1,0
Douglas,08-06,President,,,Jill Stein,1,1,0
Douglas,08-07,President,,,Jill Stein,4,5,1
Douglas,08-08,President,,,Jill Stein,1,1,0
Douglas,08-09,President,,,Jill Stein,0,1,1
Douglas,08-10,President,,,Jill Stein,6,13,7
Douglas,08-11,President,,,Jill Stein,24,28,4
Douglas,08-12,President,,,Jill Stein,21,24,3
Douglas,08-13,President,,,Jill Stein,7,13,6
Douglas,08-14,President,,,Jill Stein,5,6,1
Douglas,08-15,President,,,Jill Stein,3,4,1
Douglas,08-16,President,,,Jill Stein,9,11,2
Douglas,08-17,President,,,Jill Stein,6,9,3
Douglas,08-18,President,,,Jill Stein,4,4,0
Douglas,08-19,President,,,Jill Stein,8,11,3
Douglas,08-20,President,,,Jill Stein,11,14,3
Douglas,08-23,President,,,Jill Stein,4,9,5
Douglas,08-24,President,,,Jill Stein,7,8,1
Douglas,08-27,President,,,Jill Stein,5,6,1
Douglas,08-31,President,,,Jill Stein,4,4,0
Douglas,08-35,President,,,Jill Stein,6,9,3
Douglas,08-36,President,,,Jill Stein,5,6,1
Douglas,08-37,President,,,Jill Stein,5,7,2
Douglas,08-39,President,,,Jill Stein,9,9,0
Douglas,08-40,President,,,Jill Stein,6,9,3
Douglas,08-41,President,,,Jill Stein,6,6,0
Douglas,08-42,President,,,Jill Stein,8,16,8
Douglas,08-43,President,,,Jill Stein,3,4,1
Douglas,08-44,President,,,Jill Stein,9,10,1
Douglas,08-45,President,,,Jill Stein,3,6,3
Douglas,08-46,President,,,Jill Stein,6,9,3
Douglas,08-47,President,,,Jill Stein,10,15,5
Douglas,08-48,President,,,Jill Stein,4,5,1
Douglas,08-49,President,,,Jill Stein,6,8,2
Douglas,08-50,President,,,Jill Stein,3,5,2
Douglas,08-51,President,,,Jill Stein,12,20,8
Douglas,08-52,President,,,Jill Stein,6,7,1
Douglas,08-53,President,,,Jill Stein,5,6,1
Douglas,08-54,President,,,Jill Stein,4,8,4
Douglas,08-55,President,,,Jill Stein,4,9,5
Douglas,01-01,President,,,Write-ins,23,29,6
Douglas,01-02,President,,,Write-ins,11,17,6
Douglas,01-03,President,,,Write-ins,23,33,10
Douglas,01-04,President,,,Write-ins,11,22,11
Douglas,01-05,President,,,Write-ins,14,19,5
Douglas,01-06,President,,,Write-ins,13,21,8
Douglas,01-07,President,,,Write-ins,20,25,5
Douglas,01-08,President,,,Write-ins,23,31,8
Douglas,01-09,President,,,Write-ins,21,27,6
Douglas,01-10,President,,,Write-ins,3,9,6
Douglas,01-11,President,,,Write-ins,10,22,12
Douglas,01-12,President,,,Write-ins,1,4,3
Douglas,01-13,President,,,Write-ins,18,24,6
Douglas,01-14,President,,,Write-ins,30,44,14
Douglas,01-15,President,,,Write-ins,27,37,10
Douglas,01-16,President,,,Write-ins,14,22,8
Douglas,01-17,President,,,Write-ins,13,20,7
Douglas,01-18,President,,,Write-ins,29,45,16
Douglas,01-19,President,,,Write-ins,16,27,11
Douglas,01-20,President,,,Write-ins,24,31,7
Douglas,01-21,President,,,Write-ins,11,21,10
Douglas,01-22,President,,,Write-ins,17,23,6
Douglas,01-23,President,,,Write-ins,13,20,7
Douglas,01-24,President,,,Write-ins,11,16,5
Douglas,01-25,President,,,Write-ins,17,20,3
Douglas,02-01,President,,,Write-ins,13,16,3
Douglas,02-02,President,,,Write-ins,17,19,2
Douglas,02-03,President,,,Write-ins,10,15,5
Douglas,02-04,President,,,Write-ins,5,6,1
Douglas,02-05,President,,,Write-ins,10,12,2
Douglas,02-06,President,,,Write-ins,9,15,6
Douglas,02-07,President,,,Write-ins,9,13,4
Douglas,02-08,President,,,Write-ins,8,13,5
Douglas,02-09,President,,,Write-ins,3,5,2
Douglas,02-10,President,,,Write-ins,4,5,1
Douglas,02-11,President,,,Write-ins,14,15,1
Douglas,02-12,President,,,Write-ins,11,15,4
Douglas,02-13,President,,,Write-ins,4,5,1
Douglas,02-14,President,,,Write-ins,14,21,7
Douglas,02-15,President,,,Write-ins,16,19,3
Douglas,02-16,President,,,Write-ins,11,17,6
Douglas,02-17,President,,,Write-ins,12,14,2
Douglas,02-18,President,,,Write-ins,4,8,4
Douglas,02-19,President,,,Write-ins,2,5,3
Douglas,02-20,President,,,Write-ins,9,10,1
Douglas,02-21,President,,,Write-ins,8,8,0
Douglas,02-22,President,,,Write-ins,3,5,2
Douglas,02-23,President,,,Write-ins,14,15,1
Douglas,03-01,President,,,Write-ins,0,2,2
Douglas,03-02,President,,,Write-ins,16,26,10
Douglas,03-03,President,,,Write-ins,28,32,4
Douglas,03-04,President,,,Write-ins,25,36,11
Douglas,03-05,President,,,Write-ins,19,26,7
Douglas,03-06,President,,,Write-ins,17,26,9
Douglas,03-07,President,,,Write-ins,19,29,10
Douglas,03-08,President,,,Write-ins,26,35,9
Douglas,03-09,President,,,Write-ins,27,42,15
Douglas,03-10,President,,,Write-ins,9,16,7
Douglas,03-11,President,,,Write-ins,20,28,8
Douglas,03-12,President,,,Write-ins,8,12,4
Douglas,03-13,President,,,Write-ins,27,32,5
Douglas,03-14,President,,,Write-ins,16,26,10
Douglas,03-15,President,,,Write-ins,23,36,13
Douglas,03-16,President,,,Write-ins,31,45,14
Douglas,03-17,President,,,Write-ins,21,24,3
Douglas,03-18,President,,,Write-ins,18,27,9
Douglas,03-19,President,,,Write-ins,26,37,11
Douglas,03-20,President,,,Write-ins,24,36,12
Douglas,03-21,President,,,Write-ins,19,28,9
Douglas,04-01,President,,,Write-ins,6,10,4
Douglas,04-02,President,,,Write-ins,9,13,4
Douglas,04-03,President,,,Write-ins,7,10,3
Douglas,04-04,President,,,Write-ins,7,14,7
Douglas,04-05,President,,,Write-ins,27,36,9
Douglas,04-06,President,,,Write-ins,13,17,4
Douglas,04-07,President,,,Write-ins,10,12,2
Douglas,04-08,President,,,Write-ins,15,18,3
Douglas,04-09,President,,,Write-ins,8,8,0
Douglas,04-10,President,,,Write-ins,7,7,0
Douglas,04-11,President,,,Write-ins,14,16,2
Douglas,04-12,President,,,Write-ins,10,14,4
Douglas,04-13,President,,,Write-ins,24,29,5
Douglas,04-14,President,,,Write-ins,11,13,2
Douglas,04-15,President,,,Write-ins,12,23,11
Douglas,04-16,President,,,Write-ins,15,20,5
Douglas,04-17,President,,,Write-ins,4,7,3
Douglas,04-18,President,,,Write-ins,6,9,3
Douglas,05-01,President,,,Write-ins,11,19,8
Douglas,05-02,President,,,Write-ins,27,36,9
Douglas,05-03,President,,,Write-ins,19,26,7
Douglas,05-04,President,,,Write-ins,12,21,9
Douglas,05-05,President,,,Write-ins,14,25,11
Douglas,05-06,President,,,Write-ins,16,20,4
Douglas,05-07,President,,,Write-ins,32,38,6
Douglas,05-08,President,,,Write-ins,26,33,7
Douglas,05-09,President,,,Write-ins,21,32,11
Douglas,05-10,President,,,Write-ins,15,28,13
Douglas,05-11,President,,,Write-ins,19,30,11
Douglas,05-12,President,,,Write-ins,13,16,3
Douglas,05-13,President,,,Write-ins,21,34,13
Douglas,05-14,President,,,Write-ins,16,28,12
Douglas,05-15,President,,,Write-ins,20,32,12
Douglas,05-16,President,,,Write-ins,16,26,10
Douglas,05-17,President,,,Write-ins,17,28,11
Douglas,05-18,President,,,Write-ins,13,22,9
Douglas,05-19,President,,,Write-ins,18,21,3
Douglas,05-20,President,,,Write-ins,4,12,8
Douglas,05-21,President,,,Write-ins,15,24,9
Douglas,05-22,President,,,Write-ins,16,21,5
Douglas,05-23,President,,,Write-ins,23,29,6
Douglas,05-24,President,,,Write-ins,16,21,5
Douglas,05-25,President,,,Write-ins,15,26,11
Douglas,05-26,President,,,Write-ins,14,18,4
Douglas,05-27,President,,,Write-ins,16,24,8
Douglas,05-28,President,,,Write-ins,21,25,4
Douglas,05-29,President,,,Write-ins,8,16,8
Douglas,05-30,President,,,Write-ins,20,31,11
Douglas,05-31,President,,,Write-ins,10,25,15
Douglas,05-32,President,,,Write-ins,4,6,2
Douglas,05-33,President,,,Write-ins,2,5,3
Douglas,06-01,President,,,Write-ins,12,26,14
Douglas,06-02,President,,,Write-ins,20,32,12
Douglas,06-03,President,,,Write-ins,24,32,8
Douglas,06-04,President,,,Write-ins,25,43,18
Douglas,06-05,President,,,Write-ins,13,21,8
Douglas,06-06,President,,,Write-ins,22,29,7
Douglas,06-07,President,,,Write-ins,26,30,4
Douglas,06-08,President,,,Write-ins,17,30,13
Douglas,06-09,President,,,Write-ins,9,26,17
Douglas,06-10,President,,,Write-ins,19,32,13
Douglas,06-11,President,,,Write-ins,31,37,6
Douglas,06-12,President,,,Write-ins,13,24,11
Douglas,06-13,President,,,Write-ins,26,40,14
Douglas,06-14,President,,,Write-ins,17,27,10
Douglas,06-15,President,,,Write-ins,24,39,15
Douglas,06-16,President,,,Write-ins,17,33,16
Douglas,06-17,President,,,Write-ins,15,19,4
Douglas,06-18,President,,,Write-ins,2,7,5
Douglas,06-19,President,,,Write-ins,14,28,14
Douglas,06-20,President,,,Write-ins,21,25,4
Douglas,06-21,President,,,Write-ins,17,29,12
Douglas,06-22,President,,,Write-ins,13,22,9
Douglas,06-23,President,,,Write-ins,12,19,7
Douglas,06-24,President,,,Write-ins,12,16,4
Douglas,06-25,President,,,Write-ins,14,24,10
Douglas,06-26,President,,,Write-ins,14,27,13
Douglas,06-27,President,,,Write-ins,22,31,9
Douglas,06-28,President,,,Write-ins,20,29,9
Douglas,06-29,President,,,Write-ins,23,33,10
Douglas,06-30,President,,,Write-ins,4,10,6
Douglas,07-01,President,,,Write-ins,15,18,3
Douglas,07-02,President,,,Write-ins,16,35,19
Douglas,07-03,President,,,Write-ins,22,28,6
Douglas,07-04,President,,,Write-ins,18,22,4
Douglas,07-05,President,,,Write-ins,22,28,6
Douglas,07-06,President,,,Write-ins,15,22,7
Douglas,07-07,President,,,Write-ins,15,24,9
Douglas,07-08,President,,,Write-ins,14,19,5
Douglas,07-09,President,,,Write-ins,15,21,6
Douglas,07-10,President,,,Write-ins,28,38,10
Douglas,07-11,President,,,Write-ins,11,17,6
