county,precinct,office,district,party,candidate,election_day,votes,early_votes
Douglas,01-24,President,,Democratic,Hillary Clinton,301,492,191
Douglas,01-25,President,,Democratic,Hillary Clinton,327,482,155
Douglas,02-01,President,,Democratic,Hillary Clinton,338,513,175
Douglas,02-02,President,,Democratic,Hillary Clinton,390,560,170
Douglas,02-03,President,,Democratic,Hillary Clinton,485,746,261
Douglas,02-04,President,,Democratic,Hillary Clinton,414,584,170
Douglas,02-05,President,,Democratic,Hillary Clinton,353,539,186
Douglas,02-06,President,,Democratic,Hillary Clinton,401,570,169
Douglas,02-07,President,,Democratic,Hillary Clinton,382,580,198
Douglas,02-08,President,,Democratic,Hillary Clinton,363,573,210
Douglas,02-09,President,,Democratic,Hillary Clinton,422,667,245
Douglas,02-10,President,,Democratic,Hillary Clinton,440,627,187
Douglas,02-11,President,,Democratic,Hillary Clinton,529,808,279
Douglas,02-12,President,,Democratic,Hillary Clinton,551,793,242
Douglas,02-13,President,,Democratic,Hillary Clinton,319,504,185
Douglas,02-14,President,,Democratic,Hillary Clinton,491,671,180
Douglas,02-15,President,,Democratic,Hillary Clinton,564,795,231
Douglas,02-16,President,,Democratic,Hillary Clinton,397,616,219
Douglas,02-17,President,,Democratic,Hillary Clinton,425,602,177
Douglas,02-18,President,,Democratic,Hillary Clinton,62,129,67
Douglas,02-19,President,,Democratic,Hillary Clinton,359,557,198
Douglas,02-20,President,,Democratic,Hillary Clinton,341,553,212
Douglas,02-21,President,,Democratic,Hillary Clinton,459,672,213
Douglas,02-22,President,,Democratic,Hillary Clinton,300,474,174
Douglas,02-23,President,,Democratic,Hillary Clinton,314,460,146
Douglas,03-01,President,,Democratic,Hillary Clinton,52,62,10
Douglas,03-02,President,,Democratic,Hillary Clinton,418,613,195
Douglas,03-03,President,,Democratic,Hillary Clinton,487,777,290
Douglas,03-04,President,,Democratic,Hillary Clinton,595,1001,406
Douglas,03-05,President,,Democratic,Hillary Clinton,349,559,210
Douglas,03-06,President,,Democratic,Hillary Clinton,426,635,209
Douglas,03-07,President,,Democratic,Hillary Clinton,486,775,289
Douglas,03-08,President,,Democratic,Hillary Clinton,385,613,228
Douglas,03-09,President,,Democratic,Hillary Clinton,475,743,268
Douglas,03-10,President,,Democratic,Hillary Clinton,212,382,170
Douglas,03-11,President,,Democratic,Hillary Clinton,430,620,190
Douglas,03-12,President,,Democratic,Hillary Clinton,343,540,197
Douglas,03-13,President,,Democratic,Hillary Clinton,402,591,189
Douglas,03-14,President,,Democratic,Hillary Clinton,389,678,289
Douglas,03-15,President,,Democratic,Hillary Clinton,506,842,336
Douglas,03-16,President,,Democratic,Hillary Clinton,601,1000,399
Douglas,03-17,President,,Democratic,Hillary Clinton,373,578,205
Douglas,03-18,President,,Democratic,Hillary Clinton,387,592,205
Douglas,03-19,President,,Democratic,Hillary Clinton,494,729,235
Douglas,03-20,President,,Democratic,Hillary Clinton,579,904,325
Douglas,03-21,President,,Democratic,Hillary Clinton,483,785,302
Douglas,04-01,President,,Democratic,Hillary Clinton,312,439,127
Douglas,04-02,President,,Democratic,Hillary Clinton,275,420,145
Douglas,04-03,President,,Democratic,Hillary Clinton,348,544,196
Douglas,04-04,President,,Democratic,Hillary Clinton,361,515,154
Douglas,04-05,President,,Democratic,Hillary Clinton,394,600,206
Douglas,04-06,President,,Democratic,Hillary Clinton,417,617,200
Douglas,04-07,President,,Democratic,Hillary Clinton,258,376,118
Douglas,04-08,President,,Democratic,Hillary Clinton,304,507,203
Douglas,04-09,President,,Democratic,Hillary Clinton,220,321,101
Douglas,04-10,President,,Democratic,Hillary Clinton,429,621,192
Douglas,04-11,President,,Democratic,Hillary Clinton,303,509,206
Douglas,04-12,President,,Democratic,Hillary Clinton,276,429,153
Douglas,04-13,President,,Democratic,Hillary Clinton,320,483,163
Douglas,04-14,President,,Democratic,Hillary Clinton,274,369,95
Douglas,04-15,President,,Democratic,Hillary Clinton,454,632,178
Douglas,04-16,President,,Democratic,Hillary Clinton,337,511,174
Douglas,04-17,President,,Democratic,Hillary Clinton,182,286,104
Douglas,04-18,President,,Democratic,Hillary Clinton,304,453,149
Douglas,05-01,President,,Democratic,Hillary Clinton,341,543,202
Douglas,05-02,President,,Democratic,Hillary Clinton,340,629,289
Douglas,05-03,President,,Democratic,Hillary Clinton,355,559,204
Douglas,05-04,President,,Democratic,Hillary Clinton,312,451,139
Douglas,05-05,President,,Democratic,Hillary Clinton,297,444,147
Douglas,05-06,President,,Democratic,Hillary Clinton,241,394,153
Douglas,05-07,President,,Democratic,Hillary Clinton,373,563,190
Douglas,05-08,President,,Democratic,Hillary Clinton,341,512,171
Douglas,05-09,President,,Democratic,Hillary Clinton,257,482,225
Douglas,05-10,President,,Democratic,Hillary Clinton,282,477,195
Douglas,05-11,President,,Democratic,Hillary Clinton,383,563,180
Douglas,05-12,President,,Democratic,Hillary Clinton,318,509,191
Douglas,05-13,President,,Democratic,Hillary Clinton,282,550,268
Douglas,05-14,President,,Democratic,Hillary Clinton,301,491,190
Douglas,05-15,President,,Democratic,Hillary Clinton,250,431,181
Douglas,05-16,President,,Democratic,Hillary Clinton,284,463,179
Douglas,05-17,President,,Democratic,Hillary Clinton,163,308,145
Douglas,05-18,President,,Democratic,Hillary Clinton,316,544,228
Douglas,05-19,President,,Democratic,Hillary Clinton,209,384,175
Douglas,05-20,President,,Democratic,Hillary Clinton,203,355,152
Douglas,05-21,President,,Democratic,Hillary Clinton,172,291,119
Douglas,05-22,President,,Democratic,Hillary Clinton,233,365,132
Douglas,05-23,President,,Democratic,Hillary Clinton,314,548,234
Douglas,05-24,President,,Democratic,Hillary Clinton,313,456,143
Douglas,05-25,President,,Democratic,Hillary Clinton,222,415,193
Douglas,05-26,President,,Democratic,Hillary Clinton,201,302,101
Douglas,05-27,President,,Democratic,Hillary Clinton,162,294,132
Douglas,05-28,President,,Democratic,Hillary Clinton,254,422,168
Douglas,05-29,President,,Democratic,Hillary Clinton,212,358,146
Douglas,05-30,President,,Democratic,Hillary Clinton,320,604,284
Douglas,05-31,President,,Democratic,Hillary Clinton,150,307,157
Douglas,05-32,President,,Democratic,Hillary Clinton,39,76,37
Douglas,05-33,President,,Democratic,Hillary Clinton,88,138,50
Douglas,06-01,President,,Democratic,Hillary Clinton,322,572,250
Douglas,06-02,President,,Democratic,Hillary Clinton,244,480,236
Douglas,06-03,President,,Democratic,Hillary Clinton,229,452,223
Douglas,06-04,President,,Democratic,Hillary Clinton,279,520,241
Douglas,06-05,President,,Democratic,Hillary Clinton,326,546,220
Douglas,06-06,President,,Democratic,Hillary Clinton,291,445,154
Douglas,06-07,President,,Democratic,Hillary Clinton,292,592,300
Douglas,06-08,President,,Democratic,Hillary Clinton,299,608,309
Douglas,06-09,President,,Democratic,Hillary Clinton,233,556,323
Douglas,06-10,President,,Democratic,Hillary Clinton,381,585,204
Douglas,06-11,President,,Democratic,Hillary Clinton,419,642,223
Douglas,06-12,President,,Democratic,Hillary Clinton,315,450,135
Douglas,06-13,President,,Democratic,Hillary Clinton,413,611,198
Douglas,06-14,President,,Democratic,Hillary Clinton,351,584,233
Douglas,06-15,President,,Democratic,Hillary Clinton,255,433,178
Douglas,06-16,President,,Democratic,Hillary Clinton,230,493,263
Douglas,06-17,President,,Democratic,Hillary Clinton,214,355,141
Douglas,06-18,President,,Democratic,Hillary Clinton,70,130,60
Douglas,06-19,President,,Democratic,Hillary Clinton,220,451,231
Douglas,06-20,President,,Democratic,Hillary Clinton,296,470,174
Douglas,06-21,President,,Democratic,Hillary Clinton,217,409,192
Douglas,06-22,President,,Democratic,Hillary Clinton,147,294,147
Douglas,06-23,President,,Democratic,Hillary Clinton,186,293,107
Douglas,06-24,President,,Democratic,Hillary Clinton,230,366,136
Douglas,06-25,President,,Democratic,Hillary Clinton,248,514,266
Douglas,06-26,President,,Democratic,Hillary Clinton,208,489,281
Douglas,06-27,President,,Democratic,Hillary Clinton,271,485,214
Douglas,06-28,President,,Democratic,Hillary Clinton,264,508,244
Douglas,06-29,President,,Democratic,Hillary Clinton,178,340,162
Douglas,06-30,President,,Democratic,Hillary Clinton,86,216,130
Douglas,07-01,President,,Democratic,Hillary Clinton,338,528,190
Douglas,07-02,President,,Democratic,Hillary Clinton,363,624,261
Douglas,07-03,President,,Democratic,Hillary Clinton,355,548,193
Douglas,07-04,President,,Democratic,Hillary Clinton,379,584,205
Douglas,07-05,President,,Democratic,Hillary Clinton,414,676,262
Douglas,07-06,President,,Democratic,Hillary Clinton,244,453,209
Douglas,07-07,President,,Democratic,Hillary Clinton,270,443,173
Douglas,07-08,President,,Democratic,Hillary Clinton,375,530,155
Douglas,07-09,President,,Democratic,Hillary Clinton,440,644,204
Douglas,07-10,President,,Democratic,Hillary Clinton,398,641,243
Douglas,07-11,President,,Democratic,Hillary Clinton,386,594,208
Douglas,07-12,President,,Democratic,Hillary Clinton,301,489,188
Douglas,07-13,President,,Democratic,Hillary Clinton,264,476,212
Douglas,07-14,President,,Democratic,Hillary Clinton,137,229,92
Douglas,07-15,President,,Democratic,Hillary Clinton,340,535,195
Douglas,07-16,President,,Democratic,Hillary Clinton,267,444,177
Douglas,07-17,President,,Democratic,Hillary Clinton,236,430,194
Douglas,07-18,President,,Democratic,Hillary Clinton,400,628,228
Douglas,07-19,President,,Democratic,Hillary Clinton,381,676,295
Douglas,07-20,President,,Democratic,Hillary Clinton,270,564,294
Douglas,07-21,President,,Democratic,Hillary Clinton,239,483,244
Douglas,07-22,President,,Democratic,Hillary Clinton,342,623,281
Douglas,07-23,President,,Democratic,Hillary Clinton,312,459,147
Douglas,07-24,President,,Democratic,Hillary Clinton,331,504,173
Douglas,07-25,President,,Democratic,Hillary Clinton,375,603,228
Douglas,07-26,President,,Democratic,Hillary Clinton,164,318,154
Douglas,07-27,President,,Democratic,Hillary Clinton,286,485,199
Douglas,07-28,President,,Democratic,Hillary Clinton,154,270,116
Douglas,07-29,President,,Democratic,Hillary Clinton,303,440,137
Douglas,07-30,President,,Democratic,Hillary Clinton,253,437,184
Douglas,07-31,President,,Democratic,Hillary Clinton,228,407,179
Douglas,07-32,President,,Democratic,Hillary Clinton,245,474,229
Douglas,07-33,President,,Democratic,Hillary Clinton,157,292,135
Douglas,07-34,President,,Democratic,Hillary Clinton,176,367,191
Douglas,08-01,President,,Democratic,Hillary Clinton,178,276,98
Douglas,08-02,President,,Democratic,Hillary Clinton,116,184,68
Douglas,08-03,President,,Democratic,Hillary Clinton,123,157,34
Douglas,08-04,President,,Democratic,Hillary Clinton,128,216,88
Douglas,08-05,President,,Democratic,Hillary Clinton,143,227,84
Douglas,08-06,President,,Democratic,Hillary Clinton,110,173,63
Douglas,08-07,President,,Democratic,Hillary Clinton,166,271,105
Douglas,08-08,President,,Democratic,Hillary Clinton,59,132,73
Douglas,08-09,President,,Democratic,Hillary Clinton,70,209,139
Douglas,08-10,President,,Democratic,Hillary Clinton,250,414,164
Douglas,08-11,President,,Democratic,Hillary Clinton,609,996,387
Douglas,08-12,President,,Democratic,Hillary Clinton,434,678,244
Douglas,08-13,President,,Democratic,Hillary Clinton,311,577,266
Douglas,08-14,President,,Democratic,Hillary Clinton,167,252,85
Douglas,08-15,President,,Democratic,Hillary Clinton,209,433,224
Douglas,08-16,President,,Democratic,Hillary Clinton,367,618,251
Douglas,08-17,President,,Democratic,Hillary Clinton,294,482,188
Douglas,08-18,President,,Democratic,Hillary Clinton,136,225,89
Douglas,08-19,President,,Democratic,Hillary Clinton,338,567,229
Douglas,08-20,President,,Democratic,Hillary Clinton,322,479,157
Douglas,08-23,President,,Democratic,Hillary Clinton,197,332,135
Douglas,08-24,President,,Democratic,Hillary Clinton,158,315,157
Douglas,08-27,President,,Democratic,Hillary Clinton,44,45,1
Douglas,08-31,President,,Democratic,Hillary Clinton,186,299,113
Douglas,08-35,President,,Democratic,Hillary Clinton,133,189,56
Douglas,08-36,President,,Democratic,Hillary Clinton,202,383,181
Douglas,08-37,President,,Democratic,Hillary Clinton,225,437,212
Douglas,08-39,President,,Democratic,Hillary Clinton,197,322,125
Douglas,08-40,President,,Democratic,Hillary Clinton,213,363,150
Douglas,08-41,President,,Democratic,Hillary Clinton,158,274,116
Douglas,08-42,President,,Democratic,Hillary Clinton,296,603,307
Douglas,08-43,President,,Democratic,Hillary Clinton,224,436,212
Douglas,08-44,President,,Democratic,Hillary Clinton,255,402,147
Douglas,08-45,President,,Democratic,Hillary Clinton,202,411,209
Douglas,08-46,President,,Democratic,Hillary Clinton,380,645,265
Douglas,08-47,President,,Democratic,Hillary Clinton,464,800,336
Douglas,08-48,President,,Democratic,Hillary Clinton,109,232,123
Douglas,08-49,President,,Democratic,Hillary Clinton,188,313,125
Douglas,08-50,President,,Democratic,Hillary Clinton,283,514,231
Douglas,08-51,President,,Democratic,Hillary Clinton,437,730,293
Douglas,08-52,President,,Democratic,Hillary Clinton,346,583,237
Douglas,08-53,President,,Democratic,Hillary Clinton,254,427,173
Douglas,08-54,President,,Democratic,Hillary Clinton,155,312,157
Douglas,08-55,President,,Democratic,Hillary Clinton,182,291,109
Douglas,01-01,President,,Libertarian,Gary Johnson,38,58,20
Douglas,01-02,President,,Libertarian,Gary Johnson,21,30,9
Douglas,01-03,President,,Libertarian,Gary Johnson,27,43,16
Douglas,01-04,President,,Libertarian,Gary Johnson,19,30,11
Douglas,01-05,President,,Libertarian,Gary Johnson,35,45,10
Douglas,01-06,President,,Libertarian,Gary Johnson,29,37,8
Douglas,01-07,President,,Libertarian,Gary Johnson,40,54,14
Douglas,01-08,President,,Libertarian,Gary Johnson,42,55,13
Douglas,01-09,President,,Libertarian,Gary Johnson,37,43,6
Douglas,01-10,President,,Libertarian,Gary Johnson,22,27,5
Douglas,01-11,President,,Libertarian,Gary Johnson,38,48,10
Douglas,01-12,President,,Libertarian,Gary Johnson,8,8,0
Douglas,01-13,President,,Libertarian,Gary Johnson,49,75,26
Douglas,01-14,President,,Libertarian,Gary Johnson,42,65,23
Douglas,01-15,President,,Libertarian,Gary Johnson,60,84,24
Douglas,01-16,President,,Libertarian,Gary Johnson,23,34,11
Douglas,01-17,President,,Libertarian,Gary Johnson,54,73,19
Douglas,01-18,President,,Libertarian,Gary Johnson,38,60,22
Douglas,01-19,President,,Libertarian,Gary Johnson,22,40,18
Douglas,01-20,President,,Libertarian,Gary Johnson,31,43,12
Douglas,01-21,President,,Libertarian,Gary Johnson,38,50,12
Douglas,01-22,President,,Libertarian,Gary Johnson,13,23,10
Douglas,01-23,President,,Libertarian,Gary Johnson,31,35,4
Douglas,01-24,President,,Libertarian,Gary Johnson,24,36,12
Douglas,01-25,President,,Libertarian,Gary Johnson,42,60,18
Douglas,02-01,President,,Libertarian,Gary Johnson,30,42,12
Douglas,02-02,President,,Libertarian,Gary Johnson,28,35,7
Douglas,02-03,President,,Libertarian,Gary Johnson,18,28,10
Douglas,02-04,President,,Libertarian,Gary Johnson,8,11,3
Douglas,02-05,President,,Libertarian,Gary Johnson,6,8,2
Douglas,02-06,President,,Libertarian,Gary Johnson,7,14,7
Douglas,02-07,President,,Libertarian,Gary Johnson,5,6,1
Douglas,02-08,President,,Libertarian,Gary Johnson,8,13,5
Douglas,02-09,President,,Libertarian,Gary Johnson,6,10,4
Douglas,02-10,President,,Libertarian,Gary Johnson,13,17,4
Douglas,02-11,President,,Libertarian,Gary Johnson,15,26,11
Douglas,02-12,President,,Libertarian,Gary Johnson,22,35,13
Douglas,02-13,President,,Libertarian,Gary Johnson,9,12,3
Douglas,02-14,President,,Libertarian,Gary Johnson,34,45,11
Douglas,02-15,President,,Libertarian,Gary Johnson,14,19,5
Douglas,02-16,President,,Libertarian,Gary Johnson,14,16,2
Douglas,02-17,President,,Libertarian,Gary Johnson,14,23,9
Douglas,02-18,President,,Libertarian,Gary Johnson,5,11,6
Douglas,02-19,President,,Libertarian,Gary Johnson,8,9,1
Douglas,02-20,President,,Libertarian,Gary Johnson,6,13,7
Douglas,02-21,President,,Libertarian,Gary Johnson,5,6,1
Douglas,02-22,President,,Libertarian,Gary Johnson,3,4,1
Douglas,02-23,President,,Libertarian,Gary Johnson,12,16,4
Douglas,03-01,President,,Libertarian,Gary Johnson,2,2,0
Douglas,03-02,President,,Libertarian,Gary Johnson,40,49,9
Douglas,03-03,President,,Libertarian,Gary Johnson,46,56,10
Douglas,03-04,President,,Libertarian,Gary Johnson,36,54,18
Douglas,03-05,President,,Libertarian,Gary Johnson,42,56,14
Douglas,03-06,President,,Libertarian,Gary Johnson,29,47,18
Douglas,03-07,President,,Libertarian,Gary Johnson,37,53,16
Douglas,03-08,President,,Libertarian,Gary Johnson,43,46,3
Douglas,03-09,President,,Libertarian,Gary Johnson,37,52,15
Douglas,03-10,President,,Libertarian,Gary Johnson,21,34,13
Douglas,03-11,President,,Libertarian,Gary Johnson,26,35,9
Douglas,03-12,President,,Libertarian,Gary Johnson,35,45,10
Douglas,03-13,President,,Libertarian,Gary Johnson,29,38,9
Douglas,03-14,President,,Libertarian,Gary Johnson,40,53,13
Douglas,03-15,President,,Libertarian,Gary Johnson,57,76,19
Douglas,03-16,President,,Libertarian,Gary Johnson,58,82,24
Douglas,03-17,President,,Libertarian,Gary Johnson,54,70,16
Douglas,03-18,President,,Libertarian,Gary Johnson,32,34,2
Douglas,03-19,President,,Libertarian,Gary Johnson,43,54,11
Douglas,03-20,President,,Libertarian,Gary Johnson,37,52,15
Douglas,03-21,President,,Libertarian,Gary Johnson,34,55,21
Douglas,04-01,President,,Libertarian,Gary Johnson,21,27,6
Douglas,04-02,President,,Libertarian,Gary Johnson,45,58,13
Douglas,04-03,President,,Libertarian,Gary Johnson,20,36,16
Douglas,04-04,President,,Libertarian,Gary Johnson,45,49,4
Douglas,04-05,President,,Libertarian,Gary Johnson,38,53,15
Douglas,04-06,President,,Libertarian,Gary Johnson,29,37,8
Douglas,04-07,President,,Libertarian,Gary Johnson,20,30,10
Douglas,04-08,President,,Libertarian,Gary Johnson,37,58,21
Douglas,04-09,President,,Libertarian,Gary Johnson,17,28,11
Douglas,04-10,President,,Libertarian,Gary Johnson,22,30,8
Douglas,04-11,President,,Libertarian,Gary Johnson,34,44,10
Douglas,04-12,President,,Libertarian,Gary Johnson,23,36,13
Douglas,04-13,President,,Libertarian,Gary Johnson,51,63,12
Douglas,04-14,President,,Libertarian,Gary Johnson,14,20,6
Douglas,04-15,President,,Libertarian,Gary Johnson,19,28,9
Douglas,04-16,President,,Libertarian,Gary Johnson,37,45,8
Douglas,04-17,President,,Libertarian,Gary Johnson,23,27,4
Douglas,04-18,President,,Libertarian,Gary Johnson,25,37,12
Douglas,05-01,President,,Libertarian,Gary Johnson,52,65,13
Douglas,05-02,President,,Libertarian,Gary Johnson,40,60,20
Douglas,05-03,President,,Libertarian,Gary Johnson,43,54,11
Douglas,05-04,President,,Libertarian,Gary Johnson,39,41,2
Douglas,05-05,President,,Libertarian,Gary Johnson,33,45,12
